,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,Sum
0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,1.0,0.020017,0.0200275,0.0200205,0.020042,0.0199645,0.019998,0.02003025,0.01995525,0.019978,0.0199275,0.02004925,0.020026,0.020004,0.02006325,0.0201645,0.02001175,0.0201025,0.02000225,0.01987525,0.01998775,1.400247
2,1.0,0.0467175,0.0467835,0.04685425,0.04694125,0.04687225,0.04687375,0.0468105,0.04683775,0.046892,0.04674925,0.046943,0.04694675,0.046898,0.0470245,0.047095,0.0468495,0.0468915,0.04675375,0.04672125,0.0468425,1.93729775
3,0.0,0.081937,0.081958,0.08202675,0.08201125,0.08221775,0.08194125,0.08189375,0.08194325,0.082076,0.08187075,0.082081,0.08213125,0.08207675,0.08224575,0.08205125,0.0818975,0.0821475,0.0819115,0.081896,0.0823005,1.64061475
4,0.0,0.08886675,0.088701,0.08881325,0.088791,0.08903925,0.08887475,0.088866,0.08904075,0.08884425,0.08869625,0.088876,0.0890685,0.08887025,0.088918,0.08869075,0.088773,0.0888495,0.088787,0.088894,0.0891075,1.77736775
5,0.0,0.0889985,0.08879825,0.088865,0.08889675,0.08899575,0.0887665,0.08898175,0.08896575,0.08888775,0.088701,0.08870125,0.0891425,0.0888885,0.08884525,0.0886805,0.0889075,0.0889115,0.08904325,0.08898975,0.08913975,1.77810675
6,0.0,0.07830975,0.07829425,0.07834925,0.07856575,0.07827825,0.078283,0.07861,0.07846475,0.07836625,0.07819025,0.0781415,0.07857825,0.07824475,0.078295,0.07836775,0.07866675,0.07839775,0.0785115,0.078453,0.07828725,1.567655
7,0.0,0.071058,0.07129675,0.07111175,0.07136825,0.071206,0.0709275,0.071262,0.07109875,0.07137,0.07119825,0.07103225,0.0712615,0.0711625,0.07145525,0.07140575,0.071448,0.07113275,0.0712765,0.071244,0.0712165,1.42453225
8,0.0,0.06090075,0.06113875,0.060807,0.06096075,0.0609215,0.0608625,0.0608965,0.060853,0.06104375,0.06095675,0.0608355,0.0608785,0.0608755,0.061256,0.061149,0.06095575,0.06094225,0.06090925,0.060887,0.06086625,1.21889625
9,0.0,0.049578,0.04965025,0.0493825,0.04942475,0.04936825,0.04958175,0.04944825,0.04955775,0.0495975,0.0495265,0.04939675,0.0493925,0.04950725,0.04979375,0.04971825,0.049296,0.04931975,0.04950025,0.04951125,0.04936075,0.989912
10,0.0,0.039891,0.0397225,0.039715,0.03971575,0.039577,0.03994125,0.03974125,0.0397105,0.0398,0.03973175,0.03956775,0.03968225,0.039718,0.03980975,0.03984375,0.03952675,0.03980875,0.03985875,0.0397925,0.039578,0.79473225
11,0.0,0.03081675,0.0306065,0.030694,0.03061425,0.03053875,0.03077175,0.03075475,0.0307005,0.0307545,0.030669,0.0306185,0.03064825,0.0306305,0.0307395,0.0307325,0.0306275,0.0306695,0.03076725,0.0307345,0.03061325,0.613702
12,0.0,0.02316,0.022949,0.0230525,0.022875,0.0230465,0.023001,0.02301325,0.02290725,0.023097,0.02296925,0.02303825,0.02303,0.02299375,0.02303375,0.02298475,0.02291975,0.0231165,0.02309575,0.02302675,0.0230625,0.4603725
13,0.0,0.01703575,0.017059,0.01705075,0.01687825,0.017018,0.01698575,0.01702325,0.01702725,0.0170435,0.016977,0.01707575,0.01699225,0.01700875,0.01705825,0.01695775,0.0169035,0.0169875,0.0170325,0.017033,0.017071,0.34021875
14,0.0,0.0122075,0.0122395,0.0122715,0.01210525,0.0122495,0.01222675,0.01221625,0.0122345,0.01220775,0.01224925,0.0123255,0.012165,0.01227225,0.012227,0.0121475,0.01209675,0.01222075,0.01224375,0.01229175,0.012199,0.244397
15,0.0,0.00857525,0.00856625,0.008594,0.0085655,0.0085945,0.00861175,0.0086275,0.00865,0.0085665,0.0086765,0.00866725,0.00853625,0.008618,0.008615,0.008535,0.0085555,0.0085425,0.00859575,0.00860725,0.008542,0.17184225
16,0.0,0.005962,0.005883,0.005972,0.0059095,0.00594275,0.005951,0.00593875,0.00595925,0.00592225,0.005998,0.0059875,0.005932,0.005966,0.00594825,0.0059075,0.005942,0.005914,0.005939,0.0059165,0.0058705,0.11876175
17,0.0,0.0040185,0.00399075,0.004024,0.004072,0.00402975,0.00404625,0.004039,0.00405125,0.00401025,0.00404875,0.004026,0.004016,0.003994,0.0040245,0.00400325,0.00402225,0.004002,0.0040295,0.00396925,0.00402925,0.0804465
18,0.0,0.00266075,0.0027075,0.00266125,0.002694,0.00265225,0.0026985,0.00264625,0.00266175,0.00263575,0.0026845,0.00267525,0.00268975,0.00265475,0.00268875,0.00268775,0.00268525,0.002663,0.002687,0.0026505,0.00268325,0.05346775
19,0.0,0.00173375,0.00178325,0.0017375,0.00178925,0.00175,0.00179025,0.00171775,0.00173625,0.00172975,0.001726,0.001776,0.00174725,0.0017185,0.001744,0.00172525,0.00176675,0.00174025,0.001756,0.001743,0.0017535,0.03496425
20,0.0,0.00113175,0.00113825,0.0011245,0.0011165,0.00112475,0.0011415,0.00110075,0.00110175,0.001104,0.001094,0.00114275,0.00112425,0.001119,0.00109925,0.00111775,0.00113625,0.001124,0.00112225,0.00113775,0.001117,0.022418
21,0.0,0.000702,0.00070625,0.000711,0.00071275,0.000696,0.000697,0.000689,0.0006975,0.0006885,0.000689,0.00071925,0.0007,0.00072025,0.0006845,0.000708,0.00070525,0.00072375,0.00070375,0.000723,0.00071175,0.0140885
22,0.0,0.000443,0.00043775,0.000434,0.00043175,0.00044275,0.0004225,0.00043225,0.0004415,0.00041725,0.00043325,0.00043975,0.00042675,0.000452,0.00044025,0.000438,0.00043725,0.00046175,0.00043575,0.0004485,0.0004375,0.0087535
23,0.0,0.00026025,0.000274,0.0002565,0.00026775,0.0002595,0.0002525,0.000263,0.0002775,0.000256,0.00026825,0.0002545,0.000267,0.00027175,0.00026675,0.00025425,0.00026325,0.0002845,0.00026575,0.000261,0.00027175,0.00529575
24,0.0,0.000154,0.0001685,0.0001505,0.00015825,0.00016475,0.00015475,0.00016575,0.000173,0.000161,0.0001595,0.000154,0.00015875,0.00016625,0.000153,0.00015375,0.0001615,0.0001635,0.00015575,0.00015475,0.00015975,0.003191
25,0.0,8.475e-05,0.000104,9.025e-05,9.6e-05,9.35e-05,9.775e-05,9.95e-05,0.000102,0.00010025,9.375e-05,8.425e-05,9.575e-05,9.725e-05,8.85e-05,8.925e-05,9.475e-05,9.075e-05,8.925e-05,8.85e-05,9.975e-05,0.00187975
26,0.0,5.05e-05,5.475e-05,5.525e-05,5.725e-05,5.3e-05,5.85e-05,5.85e-05,5.95e-05,5.875e-05,5.375e-05,4.875e-05,5.4e-05,5.7e-05,5.575e-05,5.375e-05,5.475e-05,5.125e-05,5.225e-05,5.25e-05,5.2e-05,0.00109175
27,0.0,2.875e-05,2.9e-05,3e-05,2.725e-05,2.975e-05,3.525e-05,3.2e-05,3.2e-05,3.375e-05,2.8e-05,2.775e-05,2.95e-05,3.05e-05,3.275e-05,3.425e-05,3.15e-05,2.75e-05,2.925e-05,2.625e-05,2.9e-05,0.000604
28,0.0,1.625e-05,1.7e-05,1.375e-05,1.5e-05,1.7e-05,1.975e-05,1.8e-05,1.875e-05,1.95e-05,1.5e-05,1.425e-05,1.75e-05,1.65e-05,1.85e-05,2.075e-05,1.775e-05,1.65e-05,1.55e-05,1.6e-05,1.8e-05,0.00034125
29,0.0,8.5e-06,8.75e-06,7.25e-06,7.5e-06,8.5e-06,8.75e-06,8.5e-06,1.025e-05,1.225e-05,8.25e-06,7.5e-06,9.25e-06,9e-06,7e-06,1.1e-05,8.5e-06,9.25e-06,6.75e-06,8.25e-06,1.175e-05,0.00017675
30,0.0,5.5e-06,4.25e-06,3e-06,6e-06,5.75e-06,4.75e-06,3.75e-06,5e-06,5.5e-06,5.25e-06,3e-06,5.5e-06,3.75e-06,3.75e-06,3.75e-06,4.25e-06,4.75e-06,3.75e-06,5.5e-06,6.5e-06,9.325e-05
31,0.0,3.75e-06,2.25e-06,2.25e-06,4.25e-06,3e-06,7.5e-07,1e-06,2.25e-06,3e-06,2.75e-06,1.75e-06,2.5e-06,3e-06,2.5e-06,1.75e-06,2.5e-06,2.25e-06,2.25e-06,3.5e-06,3.25e-06,5.05e-05
32,0.0,1.5e-06,1e-06,2e-06,2e-06,7.5e-07,5e-07,7.5e-07,1e-06,1.25e-06,1.25e-06,1.25e-06,7.5e-07,1.75e-06,1e-06,7.5e-07,2.25e-06,2.5e-07,1e-06,1.75e-06,7.5e-07,2.35e-05
33,0.0,1.5e-06,1e-06,7.5e-07,7.5e-07,5e-07,2.5e-07,7.5e-07,5e-07,1.25e-06,5e-07,5e-07,5e-07,1.25e-06,5e-07,1e-06,1.25e-06,2.5e-07,1e-06,5e-07,0.0,1.45e-05
34,0.0,5e-07,2.5e-07,5e-07,2.5e-07,5e-07,0.0,7.5e-07,2.5e-07,1.25e-06,5e-07,0.0,2.5e-07,7.5e-07,0.0,7.5e-07,5e-07,2.5e-07,5e-07,0.0,0.0,7.75e-06
35,0.0,5e-07,2.5e-07,2.5e-07,0.0,2.5e-07,0.0,5e-07,0.0,7.5e-07,5e-07,0.0,5e-07,2.5e-07,0.0,5e-07,2.5e-07,0.0,5e-07,0.0,0.0,5e-06
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5e-07,0.0,0.0,0.0,0.0,5e-07,2.5e-07,2.5e-07,2.5e-07,0.0,0.0,0.0,0.0,2.5e-07,2e-06
37,0.0,0.0,2.5e-07,0.0,0.0,0.0,0.0,0.0,2.5e-07,0.0,0.0,0.0,2.5e-07,0.0,2.5e-07,0.0,0.0,0.0,0.0,0.0,2.5e-07,1.25e-06
38,0.0,0.0,2.5e-07,0.0,0.0,0.0,0.0,0.0,2.5e-07,0.0,0.0,0.0,0.0,0.0,2.5e-07,0.0,0.0,0.0,0.0,0.0,2.5e-07,1e-06
39,0.0,0.0,2.5e-07,0.0,0.0,0.0,0.0,2.5e-07,2.5e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5e-07
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5e-07
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5e-07
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
